positive,negative,not,degree-1,degree-2,degree-3,degree-4,degree-5,degree-6
,寒微,,,,,,,
,寒傖,,,,,,,
,寒磣,,,,,,,
,悍,,,,,,,
,悍然,,,,,,,
,豪,,,,,,,
,豪侈,,,,,,,
,豪橫,,,,,,,
,豪強,,,,,,,
,豪奢,,,,,,,
,毫不客氣,,,,,,,
,毫不留情,,,,,,,
,毫無價值,,,,,,,
,毫無目標,,,,,,,
,毫無意義,,,,,,,
,毫無用處,,,,,,,
,好不容易,,,,,,,
,好容易,,,,,,,
,好事多磨,,,,,,,
,黑,,,,,,,
,黑沉沉,,,,,,,
,黑燈瞎火,,,,,,,
,黑洞洞,,,,,,,
,黑咕隆咚,,,,,,,
,黑乎乎,,,,,,,
,黑茫茫,,,,,,,
,黑濛濛,,,,,,,
,黑漆寥光,,,,,,,
,黑漆漆,,,,,,,
,黑森森,,,,,,,
,黑心,,,,,,,
,黑心腸,,,,,,,
,黑黝黝,,,,,,,
,狠,,,,,,,
,狠勁,,,,,,,
,橫,,,,,,,
,橫暴,,,,,,,
,橫加,,,,,,,
,橫蠻無理,,,,,,,
,橫七豎八,,,,,,,
,鬨然,,,,,,,
,猴,,,,,,,
,後患無窮,,,,,,,
,後進,,,,,,,
,呼么喝六,,,,,,,
,胡,,,,,,,
,胡里胡塗,,,,,,,
,鬍子拉茬,,,,,,,
,鬍子拉碴,,,,,,,
,糊糊塗塗,,,,,,,
,糊里糊塗,,,,,,,
,虎踞龍蟠,,,,,,,
,虎頭蛇尾,,,,,,,
,花,,,,,,,
,花插著,,,,,,,
,花搭著,,,,,,,
,花花搭搭,,,,,,,
,花裡胡哨,,,,,,,
,花錢浪費,,,,,,,
,花拳繡腿,,,,,,,
,花天酒地,,,,,,,
,花心,,,,,,,
,譁然,,,,,,,
,華,,,,,,,
,猾,,,,,,,
,滑,,,,,,,
,滑頭,,,,,,,
,滑頭滑腦,,,,,,,
,懷著惡意,,,,,,,
,壞,,,,,,,
,壞人當道,,,,,,,
,幻,,,,,,,
,幻異,,,,,,,
,荒誕不經,,,,,,,
,荒誕派,,,,,,,
,荒誕無稽,,,,,,,
,荒寂,,,,,,,
,荒亂,,,,,,,
,荒落,,,,,,,
,荒謬絕倫,,,,,,,
,荒漠,,,,,,,
,荒僻,,,,,,,
,荒棄,,,,,,,
,荒疏,,,,,,,
,荒唐無稽,,,,,,,
,荒無人煙,,,,,,,
,荒淫,,,,,,,
,荒淫無恥,,,,,,,
,荒淫無度,,,,,,,
,荒瘠,,,,,,,
,黃色,,,,,,,
,晃晃悠悠,,,,,,,
,晃悠悠,,,,,,,
,恍恍惚惚,,,,,,,
,謊,,,,,,,
,灰暗,,,,,,,
,灰沉沉,,,,,,,
,灰茫茫,,,,,,,
,灰濛濛,,,,,,,
,灰色,,,,,,,
,灰禿禿,,,,,,,
,灰朦朦,,,,,,,
,慧黠,,,,,,,
,晦,,,,,,,
,晦暗,,,,,,,
,晦澀,,,,,,,
,晦冥,,,,,,,
,晦暝,,,,,,,
,穢,,,,,,,
,穢惡,,,,,,,
,穢亂,,,,,,,
,穢土,,,,,,,
,穢褻,,,,,,,
,會來事,,,,,,,
,昏,,,,,,,
,昏沉,,,,,,,
,昏黑,,,,,,,
,昏昧,,,,,,,
,昏天黑地,,,,,,,
,昏頭昏腦,,,,,,,
,昏庸,,,,,,,
,昏憒,,,,,,,
,昏聵,,,,,,,
,婚外,,,,,,,
,渾,,,,,,,
,渾渾噩噩,,,,,,,
,渾頭渾腦,,,,,,,
,渾濁,,,,,,,
,渾噩,,,,,,,
,混,,,,,,,
,混合,,,,,,,
,混混沌沌,,,,,,,
,混交,,,,,,,
,混淆不清,,,,,,,
,混血,,,,,,,
,混賬,,,,,,,
,活動,,,,,,,
,火暴,,,,,,,
,禍不單行,,,,,,,
,禍從天降,,,,,,,
,機變,,,,,,,
,機械,,,,,,,
,機械式,,,,,,,
,機械性,,,,,,,
,畸,,,,,,,
,畸輕畸重,,,,,,,
,積滿灰塵,,,,,,,
,積重難返,,,,,,,
,雞零狗碎,,,,,,,
,雞毛蒜皮,,,,,,,
,雞犬不留,,,,,,,
,雞犬不寧,,,,,,,
,急不可待,,,,,,,
,急功近利,,,,,,,
,急性子,,,,,,,
,急於,,,,,,,
,疾言厲色,,,,,,,
,擠,,,,,,,
,擠巴,,,,,,,
,擠得水洩不通,,,,,,,
,擠得要命,,,,,,,
,擠擠插插,,,,,,,
,寂,,,,,,,
,寂寥,,,,,,,
,忌刻,,,,,,,
,夾七夾八,,,,,,,
,家長式,,,,,,,
,家貧如洗,,,,,,,
,家徒壁立,,,,,,,
,家徒四壁,,,,,,,
,假,,,,,,,
,假模假式,,,,,,,
,假想,,,,,,,
,假意,,,,,,,
,假造,,,,,,,
,假裝神聖,,,,,,,
,價高,,,,,,,
,價格不菲,,,,,,,
,價格高昂,,,,,,,
,架空,,,,,,,
,尖酸刻薄,,,,,,,
,尖嘴薄舌,,,,,,,
,尖嘴猴腮,,,,,,,
,間不容髮,,,,,,,
,間雜,,,,,,,
,肩摩轂擊,,,,,,,
,艱,,,,,,,
,艱鉅,,,,,,,
,艱苦卓絕,,,,,,,
,艱難曲折,,,,,,,
,艱難險阻,,,,,,,
,艱澀,,,,,,,
,艱深,,,,,,,
,艱危,,,,,,,
,艱辛,,,,,,,
,奸,,,,,,,
,奸刁,,,,,,,
,奸惡,,,,,,,
,奸猾,,,,,,,
,奸險,,,,,,,
,奸邪,,,,,,,
,奸佞,,,,,,,
,簡單,,,,,,,
,簡慢,,,,,,,
,賤,,,,,,,
,見不得人,,,,,,,
,見風使舵,,,,,,,
,見風轉舵,,,,,,,
,見識短淺,,,,,,,
,見異思遷,,,,,,,
,劍拔弩張,,,,,,,
,僵,,,,,,,
,僵化,,,,,,,
,膠柱鼓瑟,,,,,,,
,澆薄,,,,,,,
,澆漓,,,,,,,
,驕,,,,,,,
,驕傲自滿,,,,,,,
,驕橫,,,,,,,
,驕慢,,,,,,,
,驕氣,,,,,,,
,驕人,,,,,,,
,驕奢淫逸,,,,,,,
,驕縱,,,,,,,
,驕矜,,,,,,,
,嬌,,,,,,,
,嬌痴,,,,,,,
,嬌貴,,,,,,,
,嬌憨,,,,,,,
,嬌嫩,,,,,,,
,嬌氣,,,,,,,
,嬌弱,,,,,,,
,嬌生慣養,,,,,,,
,矯情,,,,,,,
,矯情造作,,,,,,,
,僥,,,,,,,
,狡,,,,,,,
,狡計多端,,,,,,,
,狡兔三窟,,,,,,,
,狡獪,,,,,,,
,狡黠,,,,,,,
,揭不開鍋,,,,,,,
,竭蹶,,,,,,,
,潔身自好,,,,,,,
,斤斤計較,,,,,,,
,金剛努目,,,,,,,
,緊,,,,,,,
,緊巴,,,,,,,
,緊巴巴,,,,,,,
,荊棘載途,,,,,,,
,驚爆,,,,,,,
,驚天動地,,,,,,,
,精力枯竭,,,,,,,
,精神不振,,,,,,,
,精神溜號,,,,,,,
,經濟拮据,,,,,,,
,經驗不足,,,,,,,
,靜僻,,,,,,,
,淨餘,,,,,,,
,窘促,,,,,,,
,窘急,,,,,,,
,窘困,,,,,,,
,窘澀,,,,,,,
,舊,,,,,,,
,舊式,,,,,,,
,拘,,,,,,,
,拘禮,,,,,,,
,拘執,,,,,,,
,狙,,,,,,,
,拒人於千里之外,,,,,,,
,劇毒,,,,,,,
,倔,,,,,,,
,倔頭倔腦,,,,,,,
,絕,,,,,,,
,絕情,,,,,,,
,峻,,,,,,,
,坎坷,,,,,,,
,坎坷不平,,,,,,,
,看風使舵,,,,,,,
,糠,,,,,,,
,亢,,,,,,,
,苛,,,,,,,
,磕磕絆絆,,,,,,,
,磕頭碰腦,,,,,,,
,可駭,,,,,,,
,可驚,,,,,,,
,可嘆,,,,,,,
,可有可無,,,,,,,
,刻毒,,,,,,,
,刻舟求劍,,,,,,,
,坑坑窪窪,,,,,,,
,坑窪,,,,,,,
,坑窪不平,,,,,,,
,空,,,,,,,
,空洞洞,,,,,,,
,空洞無聊,,,,,,,
,空洞無物,,,,,,,
,空乏,,,,,,,
,空泛,,,,,,,
,空幻,,,,,,,
,空空洞洞,,,,,,,
,空落落,,,,,,,
,空頭,,,,,,,
,空中樓閣,,,,,,,
,摳,,,,,,,
,摳門兒,,,,,,,
,摳搜,,,,,,,
,摳唆,,,,,,,
,口蜜腹劍,,,,,,,
,口是心非,,,,,,,
,口頭上,,,,,,,
,枯,,,,,,,
,枯寂,,,,,,,
,枯澀,,,,,,,
,枯燥,,,,,,,
,枯燥乏味,,,,,,,
,枯燥無味,,,,,,,
,苦,,,,,,,
,苦不唧,,,,,,,
,苦口,,,,,,,
,苦苦,,,,,,,
,酷,,,,,,,
,酷烈,,,,,,,
,酷虐,,,,,,,
,夸誕,,,,,,,
,狂,,,,,,,
,狂蕩,,,,,,,
,狂妄自大,,,,,,,
,狂躁,,,,,,,
,狂悖,,,,,,,
,狂恣,,,,,,,
,困苦,,,,,,,
,困人,,,,,,,
,闊綽,,,,,,,
,闊氣,,,,,,,
,拉忽,,,,,,,
,拉拉雜雜,,,,,,,
,拉雜,,,,,,,
,辣,,,,,,,
,辣手,,,,,,,
,來路不明,,,,,,,
,來之不易,,,,,,,
,賴皮,,,,,,,
,懶,,,,,,,
,懶到極點,,,,,,,
,爛,,,,,,,
,濫,,,,,,,
,狼狽不堪,,,,,,,
,狼籍,,,,,,,
,浪,,,,,,,
,勞而無功,,,,,,,
,老,,,,,,,
,老大難,,,,,,,
,老掉牙,,,,,,,
,老趕,,,,,,,
,老虎屁股摸不得,,,,,,,
,老奸巨滑,,,,,,,
,老辣,,,,,,,
,老派,,,,,,,
,老氣,,,,,,,
,老弱病殘,,,,,,,
,老實,,,,,,,
,老式,,,,,,,
,老朽,,,,,,,
,累卵,,,,,,,
,累牘連篇,,,,,,,
,冷,,,,,,,
,冷酷無情,,,,,,,
,冷冷清清,,,,,,,
,冷厲,,,,,,,
,冷門,,,,,,,
,冷峭,,,,,,,
,冷清,,,,,,,
,冷清清,,,,,,,
,冷若冰霜,,,,,,,
,冷銷,,,,,,,
,冷噤,,,,,,,
,離索,,,,,,,
,離題,,,,,,,
,離心離德,,,,,,,
,理虧,,,,,,,
,理屈,,,,,,,
,理屈詞窮,,,,,,,
,理由不充分,,,,,,,
,裡出外進,,,,,,,
,厲,,,,,,,
,厲害,,,,,,,
,利令智昏,,,,,,,
,利已,,,,,,,
,利慾薰心,,,,,,,
,哩哩啦啦,,,,,,,
,哩哩羅羅,,,,,,,
,哩溜歪斜,,,,,,,
,連篇累牘,,,,,,,
,良莠不齊,,,,,,,
,兩面光,,,,,,,
,兩面三刀,,,,,,,
,寥,,,,,,,
,寥寂,,,,,,,
,潦草,,,,,,,
,了不得,,,,,,,
,了不起,,,,,,,
,烈,,,,,,,
,烈性子,,,,,,,
,劣,,,,,,,
,劣中之劣,,,,,,,
,鱗狀,,,,,,,
,凜,,,,,,,
,凜凜,,,,,,,
,凜然,,,,,,,
,吝,,,,,,,
,零,,,,,,,
,零丁,,,,,,,
,零零散散,,,,,,,
,零零碎碎,,,,,,,
,零亂,,,,,,,
,零落,,,,,,,
,零七八碎,,,,,,,
,零散,,,,,,,
,零碎,,,,,,,
,零星,,,,,,,
,伶仃,,,,,,,
,凌雜,,,,,,,
,令人不安,,,,,,,
,令人齒冷,,,,,,,
,令人噁心,,,,,,,
,令人髮指,,,,,,,
,令人費解,,,,,,,
,令人寒心,,,,,,,
,令人敬畏,,,,,,,
,令人睏倦,,,,,,,
,令人毛骨悚然,,,,,,,
,令人惱火,,,,,,,
,令人疲倦,,,,,,,
,令人生氣,,,,,,,
,令人生厭,,,,,,,
,令人厭倦,,,,,,,
,令人遺憾,,,,,,,
,令人折斷腰,,,,,,,
,令人作嘔,,,,,,,
,溜號,,,,,,,
,流裡流氣,,,,,,,
,流氣,,,,,,,
,婁,,,,,,,
,漏洞百出,,,,,,,
,陋,,,,,,,
,魯,,,,,,,
,魯鈍,,,,,,,
,碌,,,,,,,
,碌碌,,,,,,,
,碌碌無為,,,,,,,
,驢脣不對馬嘴,,,,,,,
,率,,,,,,,
,率爾,,,,,,,
,率然,,,,,,,
,亂成一團,,,,,,,
,亂紛紛,,,,,,,
,亂烘烘,,,,,,,
,亂乎,,,,,,,
,亂了營,,,,,,,
,亂亂哄哄,,,,,,,
,亂虐並生,,,,,,,
,亂蓬蓬,,,,,,,
,亂套,,,,,,,
,亂騰,,,,,,,
,亂騰騰,,,,,,,
,亂雜,,,,,,,
,亂糟糟,,,,,,,
,亂真,,,,,,,
,亂嘈嘈,,,,,,,
,落落寡合,,,,,,,
,落市,,,,,,,
,落俗套,,,,,,,
,落套,,,,,,,
,落拓,,,,,,,
,麻,,,,,,,
,麻麻黑,,,,,,,
,麻木不仁,,,,,,,
,馬虎,,,,,,,
,馬馬虎虎,,,,,,,
,賣不掉,,,,,,,
,賣不動,,,,,,,
,蠻,,,,,,,
,蠻不講理,,,,,,,
,蠻悍,,,,,,,
,蠻橫無理,,,,,,,
,蠻荒,,,,,,,
,滿,,,,,,,
,滿目瘡痍,,,,,,,
,漫,,,,,,,
,漫不經意,,,,,,,
,漫無邊際,,,,,,,
,漫無目標,,,,,,,
,漫無目的,,,,,,,
,漫漶,,,,,,,
,謾,,,,,,,
,茫,,,,,,,
,茫茫,,,,,,,
,茫茫然,,,,,,,
,盲人瞎馬,,,,,,,
,莽,,,,,,,
,莽蒼,,,,,,,
,莽莽蒼蒼,,,,,,,
,莽莽撞撞,,,,,,,
,莽撞,,,,,,,
,貓哭老鼠,,,,,,,
,毛,,,,,,,
,毛糙,,,,,,,
,毛毛躁躁,,,,,,,
,毛手毛腳,,,,,,,
,毛頭毛腦,,,,,,,
,冒,,,,,,,
,冒有風險,,,,,,,
,貌似強大,,,,,,,
,貌似真實的,,,,,,,
,貿貿然,,,,,,,
,沒邊兒,,,,,,,
,沒骨頭,,,,,,,
,沒見過世面,,,,,,,
,沒理,,,,,,,
,沒禮貌,,,,,,,
,沒良心,,,,,,,
,沒兩下子,,,,,,,
,沒輕沒重,,,,,,,
,沒什麼了不得,,,,,,,
,沒什麼了不起,,,,,,,
,沒受過教育,,,,,,,
,沒頭沒腦,,,,,,,
,沒頭腦,,,,,,,
,沒味,,,,,,,
,沒心沒肺,,,,,,,
,沒心眼兒,,,,,,,
,沒有教養,,,,,,,
,沒有禮貌,,,,,,,
,沒有頭腦,,,,,,,
,沒有學問,,,,,,,
,沒有勇氣,,,,,,,
,媚俗,,,,,,,
,悶氣,,,,,,,
,矇昧,,,,,,,
,濛濛,,,,,,,
,濛濛朧朧,,,,,,,
,蒙朧,,,,,,,
,孟浪,,,,,,,
,靡麗,,,,,,,
,靡靡,,,,,,,
,糜,,,,,,,
,糜爛,,,,,,,
,迷濛,,,,,,,
,迷宮般,,,,,,,
,迷糊,,,,,,,
,迷離,,,,,,,
,迷離撲朔,,,,,,,
,迷離倘恍,,,,,,,
,迷漫,,,,,,,
,迷茫,,,,,,,
,迷濛蒙,,,,,,,
,迷迷糊糊,,,,,,,
,迷迷茫茫,,,,,,,
,迷迷濛濛,,,,,,,
,迷迷怔怔,,,,,,,
,彌天,,,,,,,
,米珠薪桂,,,,,,,
,祕,,,,,,,
,祕密,,,,,,,
,密,,,,,,,
,密不透風,,,,,,,
,綿裡藏針,,,,,,,
,綿軟,,,,,,,
,勉勉強強,,,,,,,
,面呈病色,,,,,,,
,面黃肌瘦,,,,,,,
,面目可憎,,,,,,,
,面目猙獰,,,,,,,
,面色蠟黃,,,,,,,
,面生,,,,,,,
,面無表情,,,,,,,
,藐小,,,,,,,
,渺,,,,,,,
,渺渺,,,,,,,
,渺然,,,,,,,
,渺若煙雲,,,,,,,
,渺小,,,,,,,
,滅絕人性,,,,,,,
,明哲保身,,,,,,,
,名不副實,,,,,,,
,名過其實,,,,,,,
,名義,,,,,,,
,名義上,,,,,,,
,名譽掃地,,,,,,,
,命苦,,,,,,,
,謬,,,,,,,
,摩肩接踵,,,,,,,
,魔鬼般,,,,,,,
,魔怔,,,,,,,
,莫須有,,,,,,,
,墨,,,,,,,
,漠,,,,,,,
,漠漠,,,,,,,
,寞,,,,,,,
,暮氣,,,,,,,
,暮色蒼茫,,,,,,,
,幕後,,,,,,,
,木,,,,,,,
,木雕泥塑,,,,,,,
,木頭木腦,,,,,,,
,木訥,,,,,,,
,目不識丁,,,,,,,
,目光如豆,,,,,,,
,目光凶狠,,,,,,,
,目空一切,,,,,,,
,目無餘子,,,,,,,
,拿腔拿調,,,,,,,
,拿腔作勢,,,,,,,
,奶聲奶氣,,,,,,,
,難吃,,,,,,,
,難人,,,,,,,
,難上加難,,,,,,,
,難上難,,,,,,,
,難說話,,,,,,,
,難聽,,,,,,,
,難聞,,,,,,,
,難馴服,,,,,,,
,難以溝通,,,,,,,
,囊空如洗,,,,,,,
,囊中羞澀,,,,,,,
,鬧,,,,,,,
,鬧得慌,,,,,,,
,鬧鬧哄哄,,,,,,,
,鬧鬧嚷嚷,,,,,,,
,鬧嚷嚷,,,,,,,
,嫩,,,,,,,
,泥沙俱下,,,,,,,
,你死我活,,,,,,,
,匿名,,,,,,,
,膩人,,,,,,,
,逆,,,,,,,
,逆耳,,,,,,,
,蔫不唧兒,,,,,,,
,蔫兒壞,,,,,,,
,蔫頭耷腦,,,,,,,
,拈輕怕重,,,,,,,
,年久失修,,,,,,,
,鳥盡弓藏,,,,,,,
,獰,,,,,,,
,獰惡,,,,,,,
,凝滯,,,,,,,
,濘,,,,,,,
,牛,,,,,,,
,牛氣,,,,,,,
,扭扭捏捏,,,,,,,
,奴顏婢膝,,,,,,,
,虐,,,,,,,
,懦,,,,,,,
,懦怯,,,,,,,
,盤根錯節,,,,,,,
,龐雜,,,,,,,
,旁若無人,,,,,,,
,配不上,,,,,,,
,蓬散,,,,,,,
,蓬首垢面,,,,,,,
,蓬頭垢面,,,,,,,
,蓬頭散發,,,,,,,
,脾氣暴,,,,,,,
,脾氣爆躁,,,,,,,
,脾氣火暴,,,,,,,
,脾氣急躁,,,,,,,
,皮,,,,,,,
,皮毛,,,,,,,
,皮相,,,,,,,
,僻,,,,,,,
,僻靜,,,,,,,
,偏,,,,,,,
,偏聽偏信,,,,,,,
,偏狹,,,,,,,
,偏斜,,,,,,,
,偏心眼,,,,,,,
,片斷,,,,,,,
,片面,,,,,,,
,漂浮,,,,,,,
,貧,,,,,,,
,貧寒,,,,,,,
,貧苦,,,,,,,
,平白,,,,,,,
,平白無故,,,,,,,
,平淡,,,,,,,
,平淡無奇,,,,,,,
,平淡無味,,,,,,,
,平鋪直敘,,,,,,,
,平鋪直序,,,,,,,
,憑白無故,,,,,,,
,憑空,,,,,,,
,坡,,,,,,,
,潑,,,,,,,
,潑辣,,,,,,,
,婆婆媽媽,,,,,,,
,破,,,,,,,
,破爛不堪,,,,,,,
,破陋,,,,,,,
,撲朔迷離,,,,,,,
,鋪張,,,,,,,
,鋪張浪費,,,,,,,
,欺詐性,,,,,,,
,七零八落,,,,,,,
,悽,,,,,,,
,悽慘,,,,,,,
,悽楚,,,,,,,
,淒寒,,,,,,,
,悽寂,,,,,,,
,悽苦,,,,,,,
,淒冷,,,,,,,
,淒厲,,,,,,,
,悽迷,,,,,,,
,悽愴,,,,,,,
,漆黑,,,,,,,
,漆黑一團,,,,,,,
,其貌不揚,,,,,,,
,奇醜無比,,,,,,,
,奇形怪狀,,,,,,,
,崎,,,,,,,
,起縐,,,,,,,
,起褶子,,,,,,,
,豈有此理,,,,,,,
,氣粗,,,,,,,
,氣悶,,,,,,,
,氣盛,,,,,,,
,氣勢洶洶,,,,,,,
,氣壯如牛,,,,,,,
,千變萬化,,,,,,,
,千金一擲,,,,,,,
,千鈞一髮,,,,,,,
,千篇一律,,,,,,,
,前呼後擁,,,,,,,
,潛,,,,,,,
,淺,,,,,,,
,淺嘗輒止,,,,,,,
,淺陋,,,,,,,
,欠妥,,,,,,,
,欠完善,,,,,,,
,欠周到,,,,,,,
,強,,,,,,,
,強橫,,,,,,,
,強行,,,,,,,
,強制性,,,,,,,
,巧,,,,,,,
,巧黠,,,,,,,
,翹尾巴,,,,,,,
,峭,,,,,,,
,峭直,,,,,,,
,怯懦,,,,,,,
,怯然,,,,,,,
,怯弱,,,,,,,
,怯生生,,,,,,,
,竊,,,,,,,
,禽獸不如,,,,,,,
,輕淡,,,,,,,
,輕浮,,,,,,,
,輕賤,,,,,,,
,輕狂,,,,,,,
,輕描淡寫,,,,,,,
,輕易,,,,,,,
,清淡,,,,,,,
,清高,,,,,,,
,清苦,,,,,,,
,清冷,,,,,,,
,清貧,,,,,,,
,窮,,,,,,,
,窮乏,,,,,,,
,窮極潦倒,,,,,,,
,窮苦,,,,,,,
,窮困潦倒,,,,,,,
,窮奢極侈,,,,,,,
,窮奢極欲,,,,,,,
,窮酸,,,,,,,
,窮途潦倒,,,,,,,
,窮匱,,,,,,,
,囚首垢面,,,,,,,
,區區,,,,,,,
,曲曲折折,,,,,,,
,屈才,,,,,,,
,屈理,,,,,,,
,犬牙交錯,,,,,,,
,缺,,,,,,,
,缺乏才智,,,,,,,
,缺乏教養,,,,,,,
,缺乏紳士風度,,,,,,,
,缺乏幽默,,,,,,,
,缺心眼,,,,,,,
,缺心眼兒,,,,,,,
,攘攘,,,,,,,
,擾擾,,,,,,,
,繞脖子,,,,,,,
,人不為己，天誅地滅,,,,,,,
,人不知，鬼不覺,,,,,,,
,人聲鼎沸,,,,,,,
,人聲嘈雜,,,,,,,
,人頭攢動,,,,,,,
,人為財死，鳥為食亡,,,,,,,
,任重道遠,,,,,,,
,任縱,,,,,,,
,認死理,,,,,,,
,認死理兒,,,,,,,
,冗,,,,,,,
,冗贅,,,,,,,
,柔弱,,,,,,,
,肉,,,,,,,
,肉了叭嘰,,,,,,,
,如臨大敵,,,,,,,
,如臨深淵,,,,,,,
,如履薄冰,,,,,,,
,乳臭未乾,,,,,,,
,軟,,,,,,,
,軟綿綿,,,,,,,
,軟弱無力,,,,,,,
,若明若暗,,,,,,,
,若隱若現,,,,,,,
,弱,,,,,,,
,弱不禁風,,,,,,,
,弱不勝衣,,,,,,,
,弱勢,,,,,,,
,弱智,,,,,,,
,三天打魚兩天曬網,,,,,,,
,散,,,,,,,
,散亂,,,,,,,
,嗓子不好,,,,,,,
,喪盡天良,,,,,,,
,騷,,,,,,,
,騷亂性,,,,,,,
,色厲內荏,,,,,,,
,色迷迷,,,,,,,
,色情,,,,,,,
,澀,,,,,,,
,澀苦,,,,,,,
,澀滯,,,,,,,
,森,,,,,,,
,殺氣騰騰,,,,,,,
,殺人不見血,,,,,,,
,殺人不眨眼,,,,,,,
,殺人如麻,,,,,,,
,傻,,,,,,,
,傻呵呵,,,,,,,
,傻乎乎,,,,,,,
,傻裡瓜唧,,,,,,,
,傻里傻氣,,,,,,,
,傻頭傻腦,,,,,,,
,山南海北,,,,,,,
,山窮水盡,,,,,,,
,閃爍,,,,,,,
,傷腦筋,,,,,,,
,傷天害理,,,,,,,
,傷心慘目,,,,,,,
,少不更事,,,,,,,
,奢,,,,,,,
,奢靡,,,,,,,
,奢糜,,,,,,,
,蛇蠍心腸,,,,,,,
,涉世不深,,,,,,,
,身無分文,,,,,,,
,深重,,,,,,,
,神不知，鬼不覺,,,,,,,
,神不知鬼不覺,,,,,,,
,神祕,,,,,,,
,神氣活現,,,,,,,
,神氣十足,,,,,,,
,神神祕祕,,,,,,,
,神志委靡,,,,,,,
,聲色俱厲,,,,,,,
,生,,,,,,,
,生拉硬拽,,,,,,,
,生澀,,,,,,,
,盛氣凌人,,,,,,,
,剩餘,,,,,,,
,失當,,,,,,,
,失去理性,,,,,,,
,失慎,,,,,,,
,失實,,,,,,,
,失宜,,,,,,,
,十惡不赦,,,,,,,
,十室九空,,,,,,,
,什,,,,,,,
,什錦,,,,,,,
,食而不化,,,,,,,
,食而不知其味,,,,,,,
,實屬不易,,,,,,,
,使不得,,,,,,,
,使人疲勞,,,,,,,
,世情冷暖,,,,,,,
,世態炎涼,,,,,,,
,誓不兩立,,,,,,,
,勢不兩立,,,,,,,
,勢利,,,,,,,
,勢利眼,,,,,,,
,嗜血,,,,,,,
,嗜血成性,,,,,,,
,恃才傲物,,,,,,,
,手腳不乾淨,,,,,,,
,手緊,,,,,,,
,手生,,,,,,,
,手頭緊,,,,,,,
,手無縛雞之力,,,,,,,
,守舊,,,,,,,
,守株待兔,,,,,,,
,瘦,,,,,,,
,瘦弱,,,,,,,
,輸理,,,,,,,
,疏懶,,,,,,,
,疏鬆,,,,,,,
,書生氣,,,,,,,
,鼠膽,,,,,,,
,鼠目寸光,,,,,,,
,數不上,,,,,,,
,數不著,,,,,,,
,衰頹,,,,,,,
,水火不相容,,,,,,,
,水洩不通,,,,,,,
,水中撈月,,,,,,,
,瞬息萬變,,,,,,,
,說不過去,,,,,,,
,說來話長,,,,,,,
,斯文掃地,,,,,,,
,私,,,,,,,
,私底下,,,,,,,
,私密,,,,,,,
,私下,,,,,,,
,私下裡,,,,,,,
,私自,,,,,,,
,死,,,,,,,
,死板板,,,,,,,
,死沉沉,,,,,,,
,死氣沉沉,,,,,,,
,死去活來,,,,,,,
,死死,,,,,,,
,死心塌地,,,,,,,
,死心眼,,,,,,,
,死心眼兒,,,,,,,
,死性,,,,,,,
,死一般,,,,,,,
,死硬,,,,,,,
,死有餘辜,,,,,,,
,肆,,,,,,,
,肆意,,,,,,,
,四大皆空,,,,,,,
,四面楚歌,,,,,,,
,似,,,,,,,
,似乎,,,,,,,
,似是而非,,,,,,,
,鬆垮,,,,,,,
,鬆垮垮,,,,,,,
,鬆散散,,,,,,,
,鬆鬆垮垮,,,,,,,
,酥,,,,,,,
,酥軟,,,,,,,
,酥鬆,,,,,,,
,俗,,,,,,,
,俗氣,,,,,,,
,素不相識,,,,,,,
,素昧平生,,,,,,,
,肅,,,,,,,
,肅殺,,,,,,,
,酸不溜丟,,,,,,,
,酸臭,,,,,,,
,酸刻,,,,,,,
,酸澀,,,,,,,
,隨風倒,,,,,,,
,隨風使舵,,,,,,,
,隨風轉舵,,,,,,,
,隨隨便便,,,,,,,
,隨心所欲,,,,,,,
,碎,,,,,,,
,祟,,,,,,,
,損,,,,,,,
,損人利己,,,,,,,
,瑣,,,,,,,
,瑣屑,,,,,,,
,索,,,,,,,
,索然,,,,,,,
,索然乏味,,,,,,,
,索然寡味,,,,,,,
,索然無味,,,,,,,
,所謂,,,,,,,
,太隨便,,,,,,,
,太虛,,,,,,,
,貪,,,,,,,
,貪心,,,,,,,
,貪心不足,,,,,,,
,癱軟,,,,,,,
,談何容易,,,,,,,
,燙手,,,,,,,
,淘,,,,,,,
,淘氣,,,,,,,
,淘神,,,,,,,
,特困,,,,,,,
,特貧,,,,,,,
,體力不支,,,,,,,
,體弱,,,,,,,
,體衰,,,,,,,
,天昏地暗,,,,,,,
,天南地北,,,,,,,
,天南海北,,,,,,,
,天真,,,,,,,
,恬淡,,,,,,,
,腆,,,,,,,
,挑逗性,,,,,,,
,鐵桿兒,,,,,,,
,鐵公雞一毛不拔,,,,,,,
,鐵石心腸,,,,,,,
,鐵血,,,,,,,
,聽天由命,,,,,,,
,偷,,,,,,,
,頭腦空虛,,,,,,,
,禿,,,,,,,
,徒,,,,,,,
,徒勞無功,,,,,,,
,徒勞無益,,,,,,,
,土,,,,,,,
,土得掉渣,,,,,,,
,土裡土氣,,,,,,,
,土氣,,,,,,,
,土俗,,,,,,,
,土頭土腦,,,,,,,
,兔死狗烹,,,,,,,
,兔子不吃窩邊草,,,,,,,
,兔子尾巴長不了,,,,,,,
,頹敗,,,,,,,
,蛻化,,,,,,,
,蛻化變質,,,,,,,
,退化,,,,,,,
,拖泥帶水,,,,,,,
,歪,,,,,,,
,歪歪扭扭,,,,,,,
